0;Acura;MDX;0;265.0;17.0
1;Audi;A4 3.0;4;220.0;20.0
2;BMW;530i;4;225.0;20.0
3;Buick;Rendezvous CX;0;185.0;19.0
4;Buick;Century Custom;4;175.0;20.0
5;Chevrolet;Aveo;4;103.0;28.0
6;Volkswagen;Jetta GLI VR6;4;200.0;21.0
7;Volkswagen;New Beetle GLS convertible;2;115.0;24.0
8;Volvo;S60 2.5;4;208.0;20.0
9;Volvo;S60 T5;4;247.0;20.0
10;Volvo;S60 R;4;300.0;18.0
